Sample,ContigName,RelAbundance,Order,Family,crAssphage,LifeCycle,ViralCluster,CRISPRMatch,Reads
3-1_10_25,NODE_22_length_3720_cov_3.527149,0.000779755,Unassigned,Unassigned,N,virulent,Outlier,Enterocloster,88
3-1_10_25,NODE_124_length_5873_cov_12.553799,0.000472949,Caudovirales,Unclassified Caudovirales,N,temperate,231_0,unknown,86
3-1_10_25,NODE_11_length_15382_cov_11.689633,0.000718452,Caudovirales,Siphoviridae,N,temperate,Outlier,Enterocloster,332
3-1_10_25,NODE_161_length_4148_cov_22.973125,0.000392088,Caudovirales,Myoviridae,N,virulent,Outlier,Enterocloster,53
3-1_10_25,NODE_148_length_3025_cov_4.299327,0.000552732,Unassigned,Unassigned,N,virulent,Outlier,unknown,46
3-1_10_25,NODE_4_length_21051_cov_5.670080,0.000546091,Caudovirales,Siphoviridae,N,temperate,231_0,unknown,362
3-1_10_25,NODE_42_length_6983_cov_13.574769,0.000471784,Unassigned,Unassigned,N,virulent,595_0,unknown,101
3-1_10_25,NODE_138_length_3249_cov_14.005636,0.000800632,Unassigned,Unassigned,N,virulent,Outlier,Enterocloster,83
3-1_10_25,NODE_19_length_3015_cov_5.250676,0.000851376,Unassigned,Unassigned,N,virulent,Outlier,Enterocloster,79
3-1_10_25,NODE_1_length_85883_cov_424.942862,0.000722078,Caudovirales,Unclassified Caudovirales,N,virulent,531_0,unknown,1758
3-1_10_25,NODE_52_length_7584_cov_3.881790,0.000590433,Unassigned,Unassigned,N,virulent,Outlier,unknown,134
3-1_10_25,NODE_51_length_7290_cov_6.143055,0.000727857,no_order_Microviridae,Microviridae,N,virulent,536_0,Bacteroides,151
3-1_10_25,NODE_69_length_3068_cov_205.909061,0.000606932,Unassigned,Unassigned,N,temperate,Outlier,Enterocloster,62
3-1_10_25,NODE_101_length_6253_cov_29.026621,0.000926244,no_order_Microviridae,Microviridae,N,virulent,536_0,Bacteroides,164
3-1_10_25,NODE_9_length_3915_cov_13.846632,0.000890697,no_order_Microviridae,Microviridae,N,virulent,536_0,Bacteroides,104
3-1_10_25,NODE_9_length_15084_cov_17.345133,0.000658238,Caudovirales,Siphoviridae,N,temperate,729_0,Enterocloster,292
3-1_10_25,NODE_13_length_6815_cov_8.460651,0.000484743,Caudovirales,Siphoviridae,N,virulent,Outlier,Enterocloster,96
3-1_10_25,NODE_1_length_85892_cov_426.262241,0.000706199,Caudovirales,Myoviridae,N,virulent,531_0,unknown,1740
3-1_10_25,NODE_3_length_85892_cov_221.128651,0.000756882,Caudovirales,Myoviridae,N,virulent,531_0,unknown,1870
3-1_10_25,NODE_2_length_56218_cov_45.328081,0.000643192,Caudovirales,Unclassified Caudovirales,N,virulent,531_0,unknown,1061
3-1_10_25,NODE_38_length_3427_cov_4.032622,0.000853603,Unassigned,Unassigned,N,virulent,744_0,unknown,90
3-1_10_25,NODE_137_length_6024_cov_4.641481,0.000563005,Unassigned,Unassigned,N,virulent,722_0,unknown,98
3-1_10_25,NODE_34_length_6050_cov_7.594495,0.000582309,Caudovirales,Unclassified Caudovirales,N,virulent,230_0,unknown,111
3-1_10_25,NODE_62_length_3528_cov_496.765908,0.000807512,Caudovirales,Siphoviridae,N,virulent,Outlier,Clostridium,88
3-1_10_25,NODE_11_length_7237_cov_5.066555,0.001161112,Caudovirales,Siphoviridae,N,temperate,Outlier,Enterocloster,250
3-1_10_25,NODE_11_length_18169_cov_28.606492,0.000660547,Caudovirales,Unclassified Caudovirales,N,virulent,715_0,unknown,352
3-1_10_25,NODE_102_length_4451_cov_10.791401,0.037278498,Caudovirales,Podoviridae,N,virulent,Outlier,Erysipelatoclostridium,4816
3-1_10_25,NODE_2_length_17491_cov_4.475224,0.000750252,Unassigned,Unassigned,N,virulent,596_0,unknown,393
3-1_10_25,NODE_5_length_29339_cov_13.149638,0.000692711,Caudovirales,Unclassified Caudovirales,N,virulent,596_0,unknown,598
3-1_10_25,NODE_2_length_85585_cov_67.914486,0.00076151,Caudovirales,Myoviridae,N,virulent,531_0,unknown,1902
3-1_10_25,NODE_26_length_7007_cov_5.036680,0.001234227,Unassigned,Unassigned,N,virulent,Outlier,unknown,261
3-1_10_25,NODE_386_length_4493_cov_4.682740,0.000500292,Unassigned,Unassigned,N,virulent,Overlap,unknown,67
3-1_10_25,NODE_2_length_85517_cov_37.081147,0.000835145,Caudovirales,Myoviridae,N,virulent,531_0,unknown,2028
3-1_10_25,NODE_170_length_4354_cov_5.790184,0.001008386,Unassigned,Unassigned,N,virulent,Outlier,Enterocloster,138
3-1_10_25,NODE_92_length_3353_cov_3.854154,0.000782068,Unassigned,Unassigned,N,virulent,754_0,unknown,83
3-1_10_25,NODE_12_length_4253_cov_4.289185,0.000994076,Caudovirales,Siphoviridae,N,virulent,Outlier,Clostridium,138
3-1_10_25,NODE_78_length_4912_cov_5.052502,0.000776263,Unassigned,Unassigned,N,virulent,Outlier,unknown,114
3-1_10_25,NODE_15_length_8047_cov_7.335836,0.00087305,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown,220
3-1_10_25,NODE_107_length_4326_cov_4.371342,0.00084657,Unassigned,Unassigned,N,virulent,601_0,unknown,104
3-1_10_25,NODE_7_length_21942_cov_25.551469,0.001017134,Caudovirales,Siphoviridae,N,temperate,729_0,Enterocloster,640
3-1_10_25,NODE_48_length_6638_cov_4.586815,0.000760702,Caudovirales,Siphoviridae,N,virulent,Outlier,Enterocloster,152
3-1_10_25,NODE_30_length_4860_cov_3.339646,0.001379343,Unassigned,Unassigned,N,virulent,Outlier,unknown,197
3-1_10_25,NODE_2_length_47214_cov_15.911661,0.001029175,Caudovirales,Siphoviridae,N,temperate,729_0,Enterocloster,1466
3-1_10_25,NODE_1_length_85892_cov_371.640178,0.000801554,Caudovirales,Myoviridae,N,virulent,531_0,unknown,1995
3-1_10_25,NODE_61_length_6527_cov_4.017151,0.000480732,Unassigned,Unassigned,N,virulent,Outlier,unknown,88
3-1_10_25,NODE_27_length_3914_cov_56.146670,0.001471819,Caudovirales,Siphoviridae,N,virulent,Outlier,Enterocloster,170
3-1_10_25,NODE_23_length_6592_cov_22.338534,0.000943039,Caudovirales,Siphoviridae,N,virulent,Outlier,Enterocloster,190
3-1_10_25,NODE_7_length_29896_cov_74.855132,0.000944711,Caudovirales,Myoviridae,N,virulent,532_0,unknown,801
3-1_10_25,NODE_16_length_12753_cov_10.485116,0.000885013,Caudovirales,Siphoviridae,N,virulent,Outlier,Enterocloster,367
3-1_10_25,NODE_57_length_7852_cov_6.974221,0.001460463,Unassigned,Unassigned,N,virulent,Outlier,unknown,311
3-1_10_25,NODE_52_length_5999_cov_9.283984,0.000578855,Unassigned,Unassigned,N,virulent,Outlier,unknown,104
3-1_10_25,NODE_16_length_6088_cov_6.590088,0.000637713,Caudovirales,Myoviridae,N,virulent,773_0,unknown,114
3-1_10_25,NODE_44_length_8896_cov_5.082004,0.001333776,Caudovirales,Myoviridae,N,virulent,Outlier,unknown,338
3-1_10_25,NODE_21_length_10309_cov_21.577141,0.000762506,Caudovirales,Siphoviridae,N,temperate,Outlier,Enterocloster,232
3-1_10_25,NODE_2_length_10935_cov_139.631526,0.036396584,Caudovirales,Podoviridae,N,virulent,548_0,Clostridium,10022
3-1_10_25,NODE_66_length_4039_cov_3.936747,0.001062994,Unassigned,Unassigned,N,virulent,Outlier,unknown,126
3-1_10_25,NODE_1_length_26067_cov_86.949408,0.000910367,Caudovirales,Siphoviridae,N,temperate,729_0,Enterocloster,722
3-1_10_25,NODE_3_length_7450_cov_3.815416,0.000823145,Caudovirales,Siphoviridae,N,virulent,Outlier,Enterocloster,189
3-1_10_25,NODE_4_length_51459_cov_48.982161,0.00105044,Caudovirales,Siphoviridae,N,temperate,729_0,Enterocloster,1617
3-1_10_25,NODE_25_length_7219_cov_6.495254,0.001292137,Caudovirales,Siphoviridae,N,virulent,Outlier,Enterocloster,270
3-1_10_25,NODE_29_length_6253_cov_7.928687,0.000826781,no_order_Microviridae,Microviridae,N,virulent,536_0,Bacteroides,151
3-1_10_25,NODE_272_length_3758_cov_5.621928,0.000824671,Unassigned,Unassigned,N,virulent,601_0,unknown,100
3-1_10_25,NODE_2_length_42699_cov_41.174843,0.000911681,Caudovirales,Myoviridae,N,virulent,532_0,unknown,1129
3-1_10_25,NODE_5_length_12714_cov_6.883956,0.001044012,Caudovirales,Siphoviridae,N,virulent,Outlier,Enterocloster,406
3-1_10_25,NODE_347_length_3007_cov_3.551152,0.000535693,Unassigned,Unassigned,N,virulent,Outlier,unknown,51
3-1_10_25,NODE_95_length_3301_cov_3.739372,0.000947125,Unassigned,Unassigned,N,virulent,601_0,unknown,95
3-1_10_25,NODE_31_length_3532_cov_3.792637,0.033457987,Caudovirales,Unclassified Caudovirales,N,virulent,Outlier,Clostridium,3378
3-1_10_25,NODE_39_length_3346_cov_4.259799,0.0009421,Unassigned,Unassigned,N,virulent,Outlier,Enterocloster,94
3-1_10_25,NODE_8_length_14832_cov_120.608581,0.001180965,Caudovirales,Siphoviridae,N,temperate,729_0,Enterocloster,513
3-1_10_25,NODE_5_length_41332_cov_72.265014,0.000920228,Caudovirales,Siphoviridae,N,temperate,729_0,Enterocloster,1151
3-1_10_25,NODE_27_length_6253_cov_12.346241,0.000850451,no_order_Microviridae,Microviridae,N,virulent,536_0,Bacteroides,159
3-1_10_25,NODE_24_length_4824_cov_5.877123,0.00121359,Unassigned,Unassigned,N,virulent,Outlier,Enterocloster,175
3-1_10_25,NODE_20_length_8135_cov_17.373267,0.001087312,Caudovirales,Siphoviridae,N,virulent,Outlier,Enterocloster,259
3-1_10_25,NODE_118_length_3971_cov_3.790092,0.000854594,Unassigned,Unassigned,N,virulent,754_0,unknown,100
3-1_10_25,NODE_4_length_18264_cov_6.323741,0.001021007,Caudovirales,Siphoviridae,N,virulent,Outlier,Enterocloster,560
3-1_10_25,NODE_12_length_34175_cov_12.712309,0.001140225,Caudovirales,Siphoviridae,N,temperate,729_0,Enterocloster,1162
3-1_10_25,NODE_28_length_13531_cov_56.049941,0.000913778,Caudovirales,Siphoviridae,N,virulent,230_0,unknown,385
3-1_10_25,NODE_35_length_4978_cov_6.885233,0.000734351,Caudovirales,Siphoviridae,N,virulent,744_0,unknown,114
3-1_10_25,NODE_8_length_7548_cov_6.237422,0.001246209,Unassigned,Unassigned,N,virulent,Outlier,Enterocloster,280
3-1_10_25,NODE_20_length_16407_cov_9.829440,0.001358042,Caudovirales,Siphoviridae,N,temperate,Outlier,Enterocloster,640
3-1_10_25,NODE_54_length_17065_cov_11.422457,0.001118923,Caudovirales,Myoviridae,N,virulent,Outlier,unknown,541
3-1_10_25,NODE_18_length_3880_cov_6.573595,0.002422299,Unassigned,Unassigned,N,virulent,884_0,unknown,285
3-1_10_25,NODE_7_length_23892_cov_20.819524,0.001257819,Caudovirales,Siphoviridae,N,temperate,729_0,Enterocloster,895
3-1_10_25,NODE_99_length_3248_cov_33.352646,0.000986469,Caudovirales,Siphoviridae,N,virulent,Outlier,Clostridium,106
3-1_10_25,NODE_37_length_4043_cov_3.805416,0.014847879,Unassigned,crAss-like phage,Y,virulent,Singleton,unknown,1762
3-1_10_25,NODE_14_length_12520_cov_25.080947,0.000927078,Caudovirales,Siphoviridae,N,virulent,Outlier,Enterocloster,366
3-1_10_25,NODE_34_length_4339_cov_4.742997,0.0150952,Unassigned,Unassigned,N,virulent,Outlier,unknown,1839
3-1_10_25,NODE_23_length_9562_cov_21.871884,0.00092501,Caudovirales,Siphoviridae,N,virulent,Outlier,Enterocloster,266
3-1_10_25,NODE_41_length_3140_cov_7.237277,0.001324499,Unassigned,Unassigned,N,virulent,Outlier,Enterocloster,119
3-1_10_25,NODE_25_length_7710_cov_10.957805,0.001015774,Caudovirales,Unclassified Caudovirales,N,temperate,Outlier,Enterocloster,226
3-1_10_25,NODE_163_length_5578_cov_6.195727,0.00242136,Unassigned,Unassigned,N,virulent,884_0,unknown,423
3-1_10_25,NODE_216_length_3692_cov_8.159197,0.00072609,Unassigned,Unassigned,N,virulent,Outlier,Enterocloster,79
3-1_10_25,NODE_126_length_3583_cov_256.492063,0.018021124,Unassigned,Unassigned,N,virulent,Outlier,Erysipelatoclostridium,1879
3-1_10_25,NODE_74_length_3894_cov_11.848138,0.001634444,Caudovirales,Siphoviridae,N,virulent,Outlier,Enterocloster,194
3-1_10_25,NODE_83_length_5578_cov_16.566540,0.002739588,Unassigned,Unassigned,N,virulent,884_0,unknown,467
3-1_10_25,NODE_105_length_3796_cov_5.503341,0.025357422,Unassigned,Unassigned,N,virulent,548_0,Clostridium,2842
3-1_10_25,NODE_8_length_16181_cov_291.872690,0.02822589,Caudovirales,Podoviridae,N,virulent,548_0,Clostridium,12485
3-1_10_25,NODE_12_length_3775_cov_5.111022,0.001046785,Caudovirales,Unclassified Caudovirales,N,temperate,Outlier,Enterocloster,116
3-1_10_25,NODE_7_length_7845_cov_5.159435,0.001213778,Caudovirales,Unclassified Caudovirales,N,temperate,Outlier,Enterocloster,287
3-1_10_25,NODE_31_length_4737_cov_3.262281,0.011732079,Unassigned,Unassigned,N,virulent,Outlier,unknown,1549
3-1_10_25,NODE_40_length_3775_cov_2.854301,0.009964764,Unassigned,crAss-like phage,Y,virulent,Singleton,unknown,1058
3-1_10_25,NODE_60_length_7240_cov_16.893250,0.005610055,Unassigned,crAss-like phage,Y,virulent,Singleton,unknown,1140
3-1_10_25,NODE_11_length_15904_cov_18.792668,0.008940093,Unassigned,crAss-like phage,Y,virulent,Outlier,unknown,4046
3-1_10_25,NODE_34_length_3579_cov_4.291714,0.035310546,Caudovirales,Podoviridae,N,virulent,Outlier,Clostridium,3702
3-1_10_25,NODE_5_length_5779_cov_87.987771,0.035576584,Caudovirales,Podoviridae,N,virulent,Outlier,Clostridium,5720
3-1_10_25,NODE_11_length_18757_cov_36.804032,0.016766031,Unassigned,crAss-like phage,Y,virulent,Outlier,unknown,8222
3-1_10_25,NODE_6_length_11247_cov_47.710150,0.02247383,Caudovirales,Podoviridae,N,virulent,548_0,Clostridium,7001
3-1_10_25,NODE_10_length_28504_cov_42.819220,0.008936235,Unassigned,Unassigned,N,virulent,657_0,unknown,7010
3-1_10_25,NODE_20_length_7912_cov_4.407662,0.04419333,Caudovirales,Podoviridae,N,virulent,548_0,Clostridium,9395
3-1_10_25,NODE_38_length_5914_cov_30.776242,0.014647209,Unassigned,crAss-like phage,Y,virulent,Outlier,unknown,2458
3-1_10_25,NODE_31_length_6259_cov_415.727273,0.026021625,no_order_Microviridae,Microviridae,N,virulent,826_0,Barnesiella,4744
3-1_10_25,NODE_24_length_6867_cov_33.829272,0.038384883,Caudovirales,Podoviridae,N,virulent,548_0,Clostridium,7558
3-1_10_25,NODE_20_length_10094_cov_56.175117,0.040135505,Caudovirales,Podoviridae,N,virulent,548_0,Clostridium,11202
3-1_10_25,NODE_9_length_6563_cov_18.985095,0.019988078,Caudovirales,Podoviridae,N,virulent,548_0,Erysipelatoclostridium,3816
3-1_10_25,NODE_1_length_90709_cov_582.132118,0.012248362,Caudovirales,Siphoviridae,N,virulent,657_0,unknown,30070
3-1_10_25,NODE_55_length_8485_cov_21.716963,0.007017771,Unassigned,Unassigned,N,virulent,Outlier,unknown,1654
3-1_10_25,NODE_19_length_10797_cov_30.593279,0.009181518,Caudovirales,crAss-like phage,Y,virulent,Outlier,unknown,2751
3-1_10_25,NODE_3_length_44070_cov_49.889265,0.013384684,Caudovirales,crAss-like phage,Y,virulent,657_0,unknown,16052
3-1_10_25,NODE_10_length_22604_cov_43.534791,0.013005063,Unassigned,Unassigned,N,virulent,657_0,unknown,8095
3-1_10_25,NODE_2_length_47368_cov_20.406083,0.011551876,Caudovirales,Siphoviridae,N,virulent,657_0,unknown,14776
3-1_10_25,NODE_3_length_6661_cov_118.049046,0.018619227,Caudovirales,Podoviridae,N,virulent,548_0,Erysipelatoclostridium,3581
3-1_10_25,NODE_5_length_5517_cov_4.769865,0.038529082,Caudovirales,Unclassified Caudovirales,N,virulent,548_0,Clostridium,5942
3-1_10_25,NODE_10_length_31807_cov_33.620811,0.01468211,Unassigned,Unassigned,N,virulent,657_0,unknown,12474
3-1_10_25,NODE_12_length_6259_cov_501.616860,0.028390157,no_order_Microviridae,Microviridae,N,virulent,826_0,Barnesiella,5071
3-1_10_25,NODE_20_length_6259_cov_628.294004,0.03063468,no_order_Microviridae,Microviridae,N,virulent,826_0,Barnesiella,5663
3-1_10_25,NODE_20_length_10687_cov_451.803894,0.045509595,Caudovirales,Podoviridae,N,virulent,548_0,Clostridium,13495
3-1_10_25,NODE_27_length_4022_cov_4.978321,0.037039742,Unassigned,Unassigned,N,virulent,548_0,Clostridium,4354
3-1_10_25,NODE_47_length_6259_cov_47.534816,0.026453529,no_order_Microviridae,Microviridae,N,virulent,826_0,Barnesiella,4840
3-1_10_25,NODE_60_length_6259_cov_18.882495,0.026825905,no_order_Microviridae,Microviridae,N,virulent,826_0,Barnesiella,4898
2-2_10_17,NODE_7_length_10636_cov_12.373027,0.000700642,Caudovirales,Siphoviridae,N,virulent,207_0,Enterocloster,136
2-2_10_17,NODE_2_length_57220_cov_79.232852,0.000690543,Caudovirales,Siphoviridae,N,temperate,521_0,Bacteroides,792
2-2_10_17,NODE_70_length_3941_cov_2.843541,0.00047582,Unassigned,Unassigned,N,virulent,Outlier,Alistipes,41
2-2_10_17,NODE_3_length_13449_cov_17.725474,0.000566723,Caudovirales,Myoviridae,N,virulent,260_0,Enterocloster,148
2-2_10_17,NODE_9_length_6563_cov_18.985095,0.000749459,Caudovirales,Podoviridae,N,virulent,548_0,Erysipelatoclostridium,88
2-2_10_17,NODE_18_length_11290_cov_9.021540,0.000698991,Caudovirales,Unclassified Caudovirales,N,virulent,959_0,unknown,156
2-2_10_17,NODE_45_length_3291_cov_3.961063,0.000403315,Caudovirales,Siphoviridae,N,virulent,491_0,unknown,23
2-2_10_17,NODE_212_length_3730_cov_16.835646,0.000775173,Unassigned,Unassigned,N,virulent,896_0,unknown,48
2-2_10_17,NODE_48_length_4237_cov_8.532520,0.000422791,Caudovirales,Unclassified Caudovirales,N,virulent,Outlier,Bacteroides,28
2-2_10_17,NODE_130_length_4007_cov_8.533907,0.000343137,Caudovirales,Unclassified Caudovirales,N,virulent,Outlier,Bacteroides,28
2-2_10_17,NODE_133_length_3438_cov_3.025717,0.000486116,Unassigned,Unassigned,N,virulent,388_0,unknown,36
2-2_10_17,NODE_23_length_7506_cov_4.586230,0.001264208,Caudovirales,Siphoviridae,N,temperate,559_0,Erysipelatoclostridium,171
2-2_10_17,NODE_56_length_4171_cov_3.335277,0.000968665,Caudovirales,Myoviridae,N,virulent,Overlap,unknown,80
2-2_10_17,NODE_2_length_57220_cov_35.603516,0.000705951,Caudovirales,Siphoviridae,N,temperate,521_0,Bacteroides,819
2-2_10_17,NODE_29_length_3174_cov_4.591536,0.000544583,Unassigned,Unassigned,N,virulent,Outlier,unknown,38
2-2_10_17,NODE_1_length_57185_cov_30.591126,0.000698731,Caudovirales,Siphoviridae,N,temperate,521_0,Bacteroides,792
2-2_10_17,NODE_25_length_18617_cov_6.422584,0.000647036,Caudovirales,Siphoviridae,N,virulent,419_0,unknown,234
2-2_10_17,NODE_22_length_19753_cov_7.036958,0.000775229,Caudovirales,Unclassified Caudovirales,N,virulent,520_0,Bacteroides,331
2-2_10_17,NODE_37_length_8568_cov_29.716081,0.000444052,Unassigned,Unassigned,N,virulent,Singleton,unknown,4
2-2_10_17,NODE_98_length_3261_cov_2.702121,0.00047205,Caudovirales,Siphoviridae,N,virulent,674_0,unknown,33
2-2_10_17,NODE_33_length_5251_cov_4.948807,0.000620963,Caudovirales,Siphoviridae,N,virulent,Outlier,Enterocloster,67
2-2_10_17,NODE_27_length_6138_cov_6.417557,0.000863397,Unassigned,Unassigned,N,virulent,520_0,Bacteroides,106
2-2_10_17,NODE_47_length_7672_cov_7.179204,0.000529926,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown,76
2-2_10_17,NODE_182_length_4017_cov_8.288995,0.000821281,Unassigned,Unassigned,N,virulent,728_0,unknown,68
2-2_10_17,NODE_58_length_3125_cov_4.048860,0.001286446,Caudovirales,Siphoviridae,N,virulent,Singleton,unknown,60
2-2_10_17,NODE_66_length_9183_cov_8.044588,0.001023492,Caudovirales,Myoviridae,N,virulent,582_0,unknown,185
2-2_10_17,NODE_6_length_11247_cov_47.710150,0.000800763,Caudovirales,Podoviridae,N,virulent,548_0,Clostridium,171
2-2_10_17,NODE_150_length_3568_cov_5.982636,0.000514314,Unassigned,Unassigned,N,temperate,Outlier,unknown,40
2-2_10_17,NODE_143_length_4643_cov_3.564516,0.000717093,Unassigned,Unassigned,N,virulent,800_0,unknown,61
2-2_10_17,NODE_103_length_6308_cov_10.263234,0.00040851,Caudovirales,Siphoviridae,N,virulent,558_0,Coprobacillus,49
2-2_10_17,NODE_21_length_4627_cov_4.551181,0.000569286,Caudovirales,Myoviridae,N,virulent,Outlier,unknown,48
2-2_10_17,NODE_73_length_6038_cov_10.562761,0.000739892,Caudovirales,Unclassified Caudovirales,N,temperate,Outlier,unknown,83
2-2_10_17,NODE_244_length_3296_cov_5.564023,0.001004513,Unassigned,Unassigned,N,virulent,604_0,unknown,67
2-2_10_17,NODE_260_length_3295_cov_7.397531,0.000486544,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown,38
2-2_10_17,NODE_15_length_20872_cov_9.459816,0.001063726,Caudovirales,Siphoviridae,N,temperate,855_0,unknown,438
2-2_10_17,NODE_142_length_4020_cov_8.373518,0.000433487,Unassigned,Unassigned,N,temperate,Outlier,unknown,28
2-2_10_17,NODE_23_length_6781_cov_4.937258,0.000418377,Unassigned,Unassigned,N,temperate,786_0,unknown,62
2-2_10_17,NODE_92_length_3982_cov_3.472371,0.000580288,Unassigned,Unassigned,N,virulent,Singleton,unknown,42
2-2_10_17,NODE_149_length_4394_cov_5.436737,0.00043089,Unassigned,Unassigned,N,virulent,Overlap,unknown,41
2-2_10_17,NODE_81_length_6462_cov_14.545965,0.000572966,no_order_Microviridae,Microviridae,N,virulent,688_0,Bacteroides,66
2-2_10_17,NODE_67_length_3475_cov_3.343567,0.002408121,Unassigned,Unassigned,N,virulent,Singleton,unknown,158
2-2_10_17,NODE_27_length_8334_cov_9.197729,0.000595839,no_order_Microviridae,Microviridae,N,virulent,688_0,Bacteroides,106
2-2_10_17,NODE_35_length_4248_cov_3.364894,0.000774187,Unassigned,Unassigned,N,virulent,800_0,unknown,58
2-2_10_17,NODE_115_length_5097_cov_4.836374,0.000774198,Caudovirales,Siphoviridae,N,virulent,738_0,Bacteroides,82
2-2_10_17,NODE_2_length_18610_cov_10.835570,0.000871612,Caudovirales,Unclassified Caudovirales,N,virulent,640_0,Bacteroides,317
2-2_10_17,NODE_126_length_3583_cov_256.492063,0.000484655,Unassigned,Unassigned,N,virulent,Outlier,Erysipelatoclostridium,33
2-2_10_17,NODE_88_length_4063_cov_3.581836,0.000481704,Unassigned,Unassigned,N,temperate,Overlap,unknown,46
2-2_10_17,NODE_236_length_3270_cov_3.729393,0.0005257,Unassigned,Unassigned,N,virulent,Outlier,unknown,39
2-2_10_17,NODE_17_length_3169_cov_2.416827,0.000385206,Unassigned,Unassigned,N,virulent,Outlier,unknown,26
2-2_10_17,NODE_16_length_13656_cov_7.904786,0.000502373,Caudovirales,Siphoviridae,N,virulent,Overlap,unknown,156
2-2_10_17,NODE_32_length_5451_cov_4.822276,0.000748924,Unassigned,Unassigned,N,virulent,Outlier,unknown,83
2-2_10_17,NODE_31_length_7440_cov_3.805416,0.000570255,Unassigned,Unassigned,N,virulent,906_0,unknown,74
2-2_10_17,NODE_50_length_3325_cov_7.528440,0.000477468,Unassigned,Unassigned,N,virulent,558_0,Coprobacillus,32
2-2_10_17,NODE_88_length_3000_cov_4.510357,0.001119254,Caudovirales,Myoviridae,N,virulent,1047_0,unknown,57
2-2_10_17,NODE_41_length_4322_cov_3.824232,0.000705453,Unassigned,Unassigned,N,virulent,Outlier,unknown,62
2-2_10_17,NODE_155_length_5419_cov_4.474087,0.000892678,Caudovirales,Podoviridae,N,virulent,Outlier,unknown,102
2-2_10_17,NODE_20_length_10094_cov_56.175117,0.001506539,Caudovirales,Podoviridae,N,virulent,548_0,Clostridium,282
2-2_10_17,NODE_4_length_23434_cov_26.409855,0.000696829,Caudovirales,Myoviridae,N,virulent,260_0,Enterocloster,342
2-2_10_17,NODE_53_length_6858_cov_5.732618,0.000643678,Caudovirales,Siphoviridae,N,temperate,863_0,unknown,81
2-2_10_17,NODE_116_length_5354_cov_3.837328,0.000802442,Caudovirales,Siphoviridae,N,virulent,745_0,Erysipelatoclostridium,83
2-2_10_17,NODE_58_length_6908_cov_16.633883,0.000596438,Caudovirales,Podoviridae,N,virulent,522_0,Bacteroides,75
2-2_10_17,NODE_33_length_6887_cov_3.677547,0.000796409,Caudovirales,Myoviridae,N,virulent,582_0,unknown,112
2-2_10_17,NODE_45_length_3405_cov_4.676418,0.000742507,Unassigned,Unassigned,N,virulent,520_0,unknown,47
2-2_10_17,NODE_43_length_19626_cov_7.112667,0.000769869,Caudovirales,Siphoviridae,N,virulent,707_0,Clostridium,78
2-2_10_17,NODE_17_length_13966_cov_12.296168,0.001136936,Caudovirales,Siphoviridae,N,temperate,345_0,unknown,310
2-2_10_17,NODE_57_length_3738_cov_4.250882,0.000642583,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown,55
2-2_10_17,NODE_55_length_4308_cov_3.660475,0.00042522,Caudovirales,Siphoviridae,N,virulent,666_0,unknown,41
2-2_10_17,NODE_5_length_20685_cov_353.648182,0.001339233,Caudovirales,Unclassified Caudovirales,N,virulent,640_0,Bacteroides,512
2-2_10_17,NODE_45_length_4251_cov_4.086273,0.0005137,Caudovirales,Myoviridae,N,temperate,345_0,unknown,43
2-2_10_17,NODE_99_length_4915_cov_7.491770,0.000576958,Unassigned,Unassigned,N,virulent,959_0,unknown,52
2-2_10_17,NODE_101_length_3736_cov_4.372181,0.00075102,Unassigned,Unassigned,N,virulent,Outlier,Bacteroides,53
2-2_10_17,NODE_244_length_3335_cov_5.540244,0.000339191,Caudovirales,Myoviridae,N,virulent,Overlap,unknown,21
2-2_10_17,NODE_101_length_3039_cov_5.366287,0.000743897,Unassigned,Unassigned,N,virulent,Outlier,Bacteroides,53
2-2_10_17,NODE_7_length_22182_cov_11.411759,0.000752769,Caudovirales,Siphoviridae,N,virulent,640_0,Bacteroides,323
2-2_10_17,NODE_28_length_6126_cov_27.119091,0.000599497,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown,69
2-2_10_17,NODE_108_length_3436_cov_4.076900,0.001198991,Caudovirales,Unclassified Caudovirales,N,virulent,Outlier,Enterocloster,80
2-2_10_17,NODE_254_length_3342_cov_51.868573,0.001307501,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown,84
2-2_10_17,NODE_47_length_11585_cov_7.054814,0.000919858,Caudovirales,Unclassified Caudovirales,N,virulent,Outlier,Bacteroides,202
2-2_10_17,NODE_69_length_3370_cov_6.319457,0.000549874,Unassigned,Unassigned,N,temperate,Outlier,unknown,35
2-2_10_17,NODE_42_length_12852_cov_6.178167,0.000894717,Caudovirales,Siphoviridae,N,virulent,674_0,Bacteroides,230
2-2_10_17,NODE_10_length_26141_cov_6.553592,0.000872603,Caudovirales,Siphoviridae,N,virulent,Overlap,Bacteroides,442
2-2_10_17,NODE_36_length_4667_cov_5.761492,0.000593146,Caudovirales,Siphoviridae,N,virulent,Overlap,Enterocloster,55
2-2_10_17,NODE_20_length_8190_cov_3.999140,0.000724323,Caudovirales,Unclassified Caudovirales,N,virulent,Outlier,unknown,122
