ContigName,Order,Family,crAssphage,LifeCycle,ViralCluster,CRISPRHost
NODE_222_length_3630_cov_4.160839,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_80_length_6475_cov_5.362461,Caudovirales,Siphoviridae,N,virulent,343_0,unknown
NODE_60_length_3752_cov_4.232892,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_117_length_4012_cov_5.032600,Caudovirales,Unassigned,N,virulent,Outlier,unknown
NODE_22_length_6977_cov_9.500578,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_7_length_6703_cov_5.662304,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_278_length_3127_cov_4.546224,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_63_length_3596_cov_3.543914,Unassigned,Unassigned,N,virulent,1038_0,unknown
NODE_7_length_9067_cov_9.165668,Caudovirales,Unassigned,N,virulent,523_0,unknown
NODE_125_length_3142_cov_2.478134,Caudovirales,Unassigned,N,virulent,230_0,unknown
NODE_49_length_6797_cov_12.175022,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_45_length_11555_cov_24.231478,Caudovirales,Siphoviridae,N,virulent,Overlap,Parabacteroides
NODE_130_length_4863_cov_4.805116,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_175_length_4107_cov_5.817621,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_111_length_5172_cov_8.661325,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_25_length_11267_cov_6.360863,Caudovirales,Siphoviridae,N,virulent,995_0,unknown
NODE_60_length_7046_cov_7.026033,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_65_length_6063_cov_9.251664,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_31_length_6354_cov_7.235275,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_16_length_20921_cov_7.534746,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown
NODE_34_length_13630_cov_8.776427,Unassigned,crAssphage,Y,virulent,989_0,unknown
NODE_235_length_3237_cov_11.234129,Unassigned,Unassigned,N,virulent,936_0,unknown
NODE_156_length_3097_cov_4.291913,Unassigned,Unassigned,N,virulent,899_0,unknown
NODE_52_length_6068_cov_19.145851,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_15_length_5467_cov_14.882668,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_34_length_5588_cov_4.624797,Unassigned,Unassigned,N,virulent,1038_0,unknown
NODE_591_length_3332_cov_5.009765,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_127_length_5082_cov_7.130893,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_206_length_3736_cov_3.791361,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_9_length_14903_cov_59.860587,Unassigned,Unassigned,N,virulent,596_0,unknown
NODE_5_length_14623_cov_6.180052,Unassigned,Unassigned,N,virulent,Overlap,Bacteroides
NODE_22_length_7765_cov_5.533333,Caudovirales,Myoviridae,N,virulent,260_0,Enterocloster
NODE_49_length_7305_cov_4.790483,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_50_length_3325_cov_7.528440,Unassigned,Unassigned,N,virulent,558_0,Coprobacillus
NODE_22_length_4376_cov_6.372599,Unassigned,Unassigned,N,virulent,581_0,Bacteroides
NODE_161_length_3351_cov_2.543083,Caudovirales,Myoviridae,N,virulent,Singleton,unknown
NODE_193_length_4082_cov_6.830643,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_228_length_6190_cov_257.296007,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown
NODE_48_length_4620_cov_4.684556,Caudovirales,Siphoviridae,N,virulent,687_0,unknown
NODE_51_length_6653_cov_5.414065,Unassigned,Unassigned,N,virulent,983_0,unknown
NODE_211_length_3689_cov_3.703908,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_87_length_3936_cov_4.804947,Caudovirales,Unassigned,N,virulent,Outlier,unknown
NODE_111_length_5503_cov_6.579479,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_115_length_5097_cov_4.836374,Caudovirales,Siphoviridae,N,virulent,738_0,Bacteroides
NODE_171_length_7741_cov_5.166797,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_118_length_4557_cov_3.382052,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_26_length_3050_cov_3.998998,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_29_length_5939_cov_9.831407,Unassigned,Unassigned,N,virulent,567_0,unknown
NODE_173_length_3335_cov_6.736890,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_155_length_3907_cov_5.212617,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_93_length_4958_cov_4.556598,Caudovirales,Siphoviridae,N,virulent,152_0,unknown
NODE_285_length_3007_cov_12.697493,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_84_length_3071_cov_3.609085,Unassigned,Unassigned,N,virulent,Outlier,Blautia
NODE_196_length_4060_cov_5.076404,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_17_length_3853_cov_15.091364,no_order_Microviridae,Microviridae,N,virulent,536_0,Bacteroides
NODE_33_length_10309_cov_6.819290,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_12_length_16247_cov_12.838686,Caudovirales,Unassigned,N,virulent,Singleton,unknown
NODE_42_length_6594_cov_5.146200,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_151_length_3890_cov_11.392699,Unassigned,Unassigned,N,virulent,893_0,unknown
NODE_159_length_4115_cov_3.052956,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_29_length_6019_cov_3.551308,Unassigned,Unassigned,N,virulent,648_0,Hungatella
NODE_203_length_3014_cov_4.106117,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_229_length_3509_cov_3.253329,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_103_length_3741_cov_3.762344,Caudovirales,Siphoviridae,N,virulent,555_0,Blautia
NODE_50_length_7946_cov_3.695856,Unassigned,Unassigned,N,virulent,813_0,unknown
NODE_141_length_4977_cov_3.476636,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_225_length_3543_cov_10.613819,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_69_length_3956_cov_4.368367,Unassigned,Unassigned,N,virulent,1083_0,unknown
NODE_83_length_6319_cov_3.568806,Unassigned,Unassigned,N,virulent,709_0,unknown
NODE_56_length_9836_cov_4.834168,Unassigned,Unassigned,N,virulent,560_0,unknown
NODE_153_length_3911_cov_3.761411,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_62_length_9804_cov_15.559442,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown
NODE_120_length_5232_cov_6.967742,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_231_length_3609_cov_76.579629,Caudovirales,Podoviridae,N,virulent,Outlier,unknown
NODE_70_length_3941_cov_2.843541,Unassigned,Unassigned,N,virulent,Outlier,Alistipes
NODE_54_length_8413_cov_9.271237,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_160_length_3002_cov_3.872073,Unassigned,Unassigned,N,virulent,Outlier,Bacteroides
NODE_211_length_3741_cov_5.943299,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_49_length_5575_cov_5.469746,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_262_length_3022_cov_3.843950,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_33_length_4034_cov_3.136215,Unassigned,Unassigned,N,virulent,640_0,unknown
NODE_41_length_4816_cov_3.936988,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_239_length_3498_cov_2.332268,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_172_length_4730_cov_3.736257,Unassigned,Unassigned,N,virulent,704_0,unknown
NODE_169_length_4768_cov_3.522809,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_420_length_4148_cov_5.528708,Caudovirales,Siphoviridae,N,virulent,Singleton,unknown
NODE_586_length_3354_cov_2.428615,Unassigned,Unassigned,N,virulent,937_0,unknown
NODE_307_length_3327_cov_3.418399,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_67_length_3570_cov_4.755903,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_174_length_3932_cov_3.043075,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_114_length_10721_cov_7.264579,Unassigned,Unassigned,N,virulent,541_0,unknown
NODE_93_length_9898_cov_5.971858,Caudovirales,Podoviridae,N,virulent,Overlap,unknown
NODE_167_length_3784_cov_6.096809,Caudovirales,Myoviridae,N,virulent,411_0,unknown
NODE_206_length_6572_cov_4.376247,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_243_length_3179_cov_3.084827,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_21_length_7891_cov_5.279607,Caudovirales,Siphoviridae,N,virulent,154_0,unknown
NODE_143_length_3283_cov_2.439901,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_209_length_3757_cov_6.002431,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_185_length_4190_cov_5.298428,Unassigned,crAssphage,Y,virulent,952_0,unknown
NODE_80_length_4529_cov_6.515422,Unassigned,Unassigned,N,virulent,1086_0,unknown
NODE_14_length_6193_cov_3.638970,Caudovirales,Unassigned,N,virulent,Singleton,unknown
NODE_17_length_5325_cov_5.460721,Caudovirales,Myoviridae,N,virulent,Singleton,unknown
NODE_32_length_16438_cov_7.877434,Caudovirales,Unassigned,N,virulent,Overlap,unknown
NODE_273_length_3758_cov_3.098029,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_153_length_4377_cov_2.694817,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_49_length_9374_cov_10.136710,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown
NODE_111_length_5361_cov_12.583490,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_41_length_6013_cov_5.494797,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_70_length_5993_cov_4.593129,Caudovirales,Siphoviridae,N,virulent,615_0,unknown
NODE_69_length_6402_cov_5.626280,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_4_length_12391_cov_7.639267,Caudovirales,Myoviridae,N,virulent,Overlap,unknown
NODE_207_length_6553_cov_1303.646814,Unassigned,Unassigned,N,virulent,572_0,Bacteroides
NODE_72_length_3919_cov_3.150880,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_20_length_3389_cov_3.843731,Unassigned,crAssphage,Y,virulent,Outlier,unknown
NODE_198_length_3582_cov_5.139212,Caudovirales,Unassigned,N,virulent,Outlier,unknown
NODE_40_length_7634_cov_9.862251,Caudovirales,Siphoviridae,N,virulent,Singleton,unknown
NODE_86_length_3041_cov_3.052244,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_66_length_4831_cov_4.589824,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown
NODE_229_length_3246_cov_6.370417,Unassigned,Unassigned,N,virulent,994_0,unknown
NODE_6_length_17309_cov_58.572331,Caudovirales,Myoviridae,N,virulent,411_0,unknown
NODE_15_length_9030_cov_6.687242,Unassigned,Unassigned,N,virulent,651_0,unknown
NODE_125_length_3470_cov_3.361933,Unassigned,Unassigned,N,virulent,618_0,unknown
NODE_177_length_4177_cov_15.358564,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown
NODE_13_length_13934_cov_6.178471,Caudovirales,Unassigned,N,virulent,Outlier,Bacteroides
NODE_74_length_6123_cov_14.090639,no_order_Microviridae,Microviridae,N,virulent,809_0,unknown
NODE_220_length_3566_cov_6.037596,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_108_length_4898_cov_8.853190,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_16_length_7430_cov_6.186983,Caudovirales,Siphoviridae,N,virulent,184_0,unknown
NODE_35_length_3562_cov_6.280867,Unassigned,Unassigned,N,virulent,986_0,unknown
NODE_19_length_11542_cov_8.560982,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_185_length_3414_cov_3.254838,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_252_length_3270_cov_11.598134,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_73_length_5736_cov_3.969548,Caudovirales,Myoviridae,N,virulent,Outlier,unknown
NODE_81_length_5567_cov_4.172533,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_177_length_7628_cov_14.845504,Caudovirales,Podoviridae,N,virulent,57_0,Enterocloster
NODE_139_length_3902_cov_4.059007,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_261_length_3139_cov_3.797665,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_55_length_3754_cov_4.043255,Caudovirales,Siphoviridae,N,virulent,Outlier,Flavonifractor
NODE_44_length_7182_cov_5.210046,Caudovirales,Siphoviridae,N,virulent,Overlap,unknown
NODE_88_length_3367_cov_4.108998,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_140_length_4651_cov_5.560487,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_133_length_3812_cov_3.805430,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_127_length_6422_cov_9.085441,no_order_Microviridae,Microviridae,N,virulent,726_0,unknown
NODE_30_length_5522_cov_11.001280,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_244_length_3296_cov_5.564023,Unassigned,Unassigned,N,virulent,604_0,unknown
NODE_126_length_5137_cov_6.126328,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_4_length_23434_cov_26.409855,Caudovirales,Myoviridae,N,virulent,260_0,Enterocloster
NODE_25_length_12834_cov_5.636200,Caudovirales,Siphoviridae,N,virulent,Overlap,unknown
NODE_47_length_5704_cov_9.580634,Unassigned,Unassigned,N,virulent,938_0,unknown
NODE_32_length_6247_cov_4.833656,Caudovirales,Myoviridae,N,virulent,263_0,unknown
NODE_43_length_8111_cov_6.817031,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_299_length_3265_cov_4.712773,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_135_length_4764_cov_4.820769,Caudovirales,Siphoviridae,N,virulent,Outlier,Streptococcus
NODE_201_length_3578_cov_6.038603,Unassigned,Unassigned,N,virulent,982_0,unknown
NODE_47_length_6355_cov_6.617143,Caudovirales,Unassigned,N,virulent,818_0,unknown
NODE_107_length_4839_cov_4.879390,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_175_length_4376_cov_6.133071,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_26_length_7121_cov_6.385083,Unassigned,Unassigned,N,virulent,Outlier,Bacteroides
NODE_39_length_4830_cov_4.567330,Unassigned,Unassigned,N,virulent,723_0,unknown
NODE_131_length_3240_cov_41.100157,Caudovirales,Siphoviridae,N,virulent,Singleton,unknown
NODE_252_length_3047_cov_5.851604,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_238_length_3204_cov_7.889489,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_247_length_4061_cov_4.464803,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_105_length_6424_cov_6.910661,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_138_length_4689_cov_10.860380,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_47_length_9374_cov_17.935937,Caudovirales,Siphoviridae,N,virulent,Outlier,Eisenbergiella
NODE_233_length_4200_cov_2.674065,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_136_length_5228_cov_6.527160,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_13_length_8083_cov_6.158695,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_138_length_3341_cov_2.821363,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_12_length_10243_cov_26.969965,Unassigned,Unassigned,N,virulent,817_0,unknown
NODE_110_length_11263_cov_5.298537,Caudovirales,Siphoviridae,N,virulent,675_0,Bacteroides
NODE_89_length_13080_cov_5.958004,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_314_length_5199_cov_5.357115,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_46_length_6653_cov_5.977721,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_194_length_4078_cov_14.689287,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_17_length_10166_cov_4.939274,Unassigned,Unassigned,N,virulent,Overlap,unknown
NODE_67_length_3475_cov_3.343567,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_30_length_10047_cov_15.147418,Caudovirales,Unassigned,N,virulent,417_0,unknown
NODE_180_length_4104_cov_5.785379,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_114_length_5499_cov_13.254960,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_241_length_3249_cov_4.993112,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_10_length_16173_cov_5.088535,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_119_length_6231_cov_9.769430,Unassigned,Unassigned,N,virulent,764_0,unknown
NODE_114_length_4416_cov_6.074295,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_55_length_3429_cov_3.481921,Unassigned,Unassigned,N,virulent,618_0,unknown
NODE_3_length_16034_cov_7.430815,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_148_length_4401_cov_20.803497,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_196_length_3731_cov_3.792165,Unassigned,Unassigned,N,virulent,917_0,unknown
NODE_8_length_16917_cov_5.461096,Caudovirales,crAssphage,Y,virulent,968_0,unknown
NODE_17_length_5636_cov_6.734277,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_474_length_3839_cov_4.140592,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_18_length_10958_cov_6.414748,Unassigned,crAssphage,Y,virulent,Outlier,unknown
NODE_102_length_11895_cov_7.430236,Caudovirales,Podoviridae,N,virulent,57_0,unknown
NODE_185_length_4249_cov_4.216500,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_38_length_10086_cov_7.189413,Caudovirales,Siphoviridae,N,virulent,350_0,Syntrophobotulus
NODE_89_length_6580_cov_5.135326,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_25_length_3334_cov_2.973163,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown
NODE_58_length_6181_cov_3.753183,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_136_length_4711_cov_3.245919,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_221_length_3707_cov_53.600767,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_216_length_3869_cov_14.479287,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_193_length_7023_cov_3.967279,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_90_length_4432_cov_4.284441,Unassigned,Unassigned,N,virulent,1021_0,unknown
NODE_124_length_4293_cov_7.147947,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_255_length_3335_cov_6.568293,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_197_length_3825_cov_28.088859,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_9_length_4419_cov_2.815307,Caudovirales,Unassigned,N,virulent,744_0,unknown
NODE_210_length_3782_cov_3.609069,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_96_length_3884_cov_3.207104,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_24_length_16321_cov_19.978606,Caudovirales,Podoviridae,N,virulent,Overlap,Slackia
NODE_23_length_4824_cov_5.118264,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_39_length_9618_cov_72.888424,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_83_length_4260_cov_4.847325,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_161_length_4148_cov_22.973125,Caudovirales,Myoviridae,N,virulent,Outlier,Enterocloster
NODE_664_length_3025_cov_3.207407,Unassigned,Unassigned,N,virulent,740_0,unknown
NODE_32_length_5451_cov_4.822276,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_123_length_4958_cov_3.328166,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_62_length_6511_cov_7.954771,Unassigned,Unassigned,N,virulent,580_0,Roseburia
NODE_259_length_3300_cov_6.816025,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_146_length_5039_cov_49.702648,Unassigned,Unassigned,N,virulent,878_0,unknown
NODE_155_length_5729_cov_6.002820,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown
NODE_213_length_3713_cov_5.936851,Caudovirales,Siphoviridae,N,virulent,845_0,unknown
NODE_212_length_3495_cov_3.273256,Unassigned,Unassigned,N,virulent,Outlier,Clostridiales
NODE_167_length_4316_cov_10.081906,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_88_length_5646_cov_8.288321,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_582_length_3360_cov_2.906505,Unassigned,Unassigned,N,virulent,Singleton,Bifidobacterium
NODE_321_length_3194_cov_10.363492,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_10_length_18678_cov_43.030070,Caudovirales,Siphoviridae,N,virulent,Overlap,unknown
NODE_25_length_7096_cov_11.182645,Unassigned,Unassigned,N,virulent,Outlier,Bacteroides
NODE_13_length_5951_cov_6.052917,Caudovirales,Myoviridae,N,virulent,526_0,unknown
NODE_58_length_7898_cov_14.088232,Unassigned,Unassigned,N,virulent,Singleton,Streptococcus
NODE_458_length_3891_cov_15.633472,Unassigned,Unassigned,N,virulent,683_0,unknown
NODE_4_length_18077_cov_17.386417,Unassigned,Unassigned,N,virulent,899_0,Aggregatibacter
NODE_227_length_3256_cov_3.785067,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_207_length_3610_cov_14.425035,Caudovirales,Podoviridae,N,virulent,928_0,unknown
NODE_78_length_5074_cov_5.407850,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_144_length_4819_cov_3.542611,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_79_length_5057_cov_5.418233,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_161_length_4398_cov_4.239236,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_92_length_4937_cov_4.229619,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_225_length_3583_cov_3.955499,Unassigned,Unassigned,N,virulent,993_0,unknown
NODE_119_length_5025_cov_3.751911,Unassigned,Unassigned,N,virulent,Outlier,Eubacterium
NODE_104_length_3097_cov_3.329389,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_110_length_7522_cov_6.838355,Unassigned,Unassigned,N,virulent,Singleton,Odoribacter
NODE_143_length_5692_cov_10.513926,Unassigned,Unassigned,N,virulent,869_0,Bacteroides
NODE_23_length_5191_cov_6.356503,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_146_length_4615_cov_6.274561,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_29_length_15298_cov_10.312406,Unassigned,Unassigned,N,virulent,578_0,Odoribacter
NODE_204_length_3740_cov_3.128087,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_23_length_5613_cov_5.903562,Unassigned,crAssphage,Y,virulent,Outlier,unknown
NODE_63_length_4209_cov_6.278767,Unassigned,Unassigned,N,virulent,807_0,unknown
NODE_30_length_9304_cov_3.972754,Caudovirales,Unassigned,N,virulent,Singleton,Acinetobacter
NODE_274_length_3029_cov_2.739072,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_188_length_3717_cov_3.875205,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_312_length_3202_cov_6.916428,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_222_length_3383_cov_2.781250,no_order_Microviridae,Microviridae,N,virulent,549_0,Faecalibacterium
NODE_103_length_4431_cov_5.250914,Unassigned,Unassigned,N,virulent,Outlier,Parabacteroides
NODE_34_length_10033_cov_6.114251,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_542_length_3549_cov_2.008300,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_134_length_3940_cov_4.049163,Caudovirales,Unassigned,N,virulent,765_0,unknown
NODE_180_length_3030_cov_5.102521,Caudovirales,Myoviridae,N,virulent,948_0,unknown
NODE_34_length_4339_cov_4.742997,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_47_length_7544_cov_8.449726,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_11_length_18757_cov_36.804032,Unassigned,crAssphage,Y,virulent,Outlier,unknown
NODE_211_length_3552_cov_800.866171,Unassigned,Unassigned,N,virulent,Overlap,unknown
NODE_278_length_3698_cov_4.467197,Unassigned,Unassigned,N,virulent,1009_0,unknown
NODE_81_length_4704_cov_5.928372,Unassigned,Unassigned,N,virulent,1073_0,unknown
NODE_80_length_11661_cov_102.221006,Unassigned,Unassigned,N,virulent,Overlap,unknown
NODE_196_length_6914_cov_25.546290,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_78_length_14184_cov_7.411069,Unassigned,Unassigned,N,virulent,1025_0,unknown
NODE_49_length_9645_cov_26.049531,Unassigned,Unassigned,N,virulent,1066_0,unknown
NODE_52_length_14271_cov_55.488464,Caudovirales,Podoviridae,N,virulent,170_0,unknown
NODE_3_length_12297_cov_10.540026,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_128_length_3551_cov_4.139588,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_8_length_16181_cov_291.872690,Caudovirales,Podoviridae,N,virulent,548_0,Clostridium
NODE_30_length_3245_cov_19.675549,Unassigned,Unassigned,N,virulent,Singleton,Streptococcus
NODE_10_length_5910_cov_4.312553,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_636_length_3143_cov_3.314119,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_46_length_6307_cov_8.287428,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_55_length_6464_cov_16.556249,Caudovirales,Siphoviridae,N,virulent,648_0,Hungatella
NODE_126_length_4257_cov_7.321038,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_83_length_4382_cov_5.564594,Unassigned,Unassigned,N,virulent,853_0,unknown
NODE_166_length_4335_cov_3.593458,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_55_length_7204_cov_10.409008,Caudovirales,Podoviridae,N,virulent,59_0,unknown
NODE_16_length_5617_cov_3.947501,Caudovirales,Siphoviridae,N,virulent,753_0,unknown
NODE_224_length_4377_cov_4.135585,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_285_length_5492_cov_4.766047,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown
NODE_99_length_7236_cov_14.654923,Unassigned,Unassigned,N,virulent,541_0,unknown
NODE_46_length_5007_cov_6.749596,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_53_length_3256_cov_3.476101,Unassigned,Unassigned,N,virulent,Overlap,unknown
NODE_14_length_10711_cov_11.062500,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_67_length_5347_cov_6.944633,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_26_length_14376_cov_13.220795,Unassigned,Unassigned,N,virulent,820_0,unknown
NODE_28_length_6565_cov_13.239939,Caudovirales,Siphoviridae,N,virulent,Outlier,Lactococcus
NODE_227_length_3239_cov_6.808731,Caudovirales,Myoviridae,N,virulent,Singleton,unknown
NODE_84_length_5166_cov_4.949325,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_188_length_4161_cov_13.829518,Unassigned,Unassigned,N,virulent,Singleton,unknown
