ContigName,Order,Family,crAssphage,LifeCycle,ViralCluster,CRISPRHost
VIRSorter_NODE_77_length_3450_cov_2_577791-cat_2,Caudovirales,Podoviridae,N,lytic,313_0,NA
VIRSorter_NODE_38_length_4243_cov_1_981778-cat_1,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_47_length_5547_cov_1_948893-cat_2,Unassigned,Unassigned,N,lytic,690_0,NA
VIRSorter_NODE_94_length_6662_cov_4_878185-cat_2,Caudovirales,Siphoviridae,N,lytic,699_0,Bacteroides
VIRSorter_NODE_126_length_5988_cov_4_068930-cat_2,Unassigned,Unassigned,N,lytic,570_0,NA
VIRSorter_NODE_17_length_11510_cov_3_134147-cat_2,Caudovirales,Siphoviridae,N,lysogenic,208_0,Hungatella
VIRSorter_NODE_72_length_3910_cov_2_484007-cat_2,Unassigned,Unassigned,N,lytic,Overlap,NA
VIRSorter_NODE_39_length_6792_cov_3_147037-cat_1,Caudovirales,Unassigned,N,lytic,469_0,NA
VIRSorter_NODE_26_length_4203_cov_2_526987-cat_2,Caudovirales,Unassigned,N,lytic,699_0,Bacteroides
VIRSorter_NODE_180_length_3821_cov_2_741202-cat_2,Caudovirales,Myoviridae,N,lytic,721_0,NA
VIRSorter_NODE_7_length_21374_cov_4_244317-cat_2,Caudovirales,Siphoviridae,N,lysogenic,568_0,Bacteroides
VIRSorter_NODE_51_length_6506_cov_4_476407-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_29_length_4264_cov_2_903553-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_100_length_3370_cov_19_368178-cat_2,Unassigned,Unassigned,N,lytic,553_0,Parabacteroides
VIRSorter_NODE_67_length_5532_cov_2_091582-cat_2,Unassigned,Unassigned,N,lytic,736_0,NA
VIRSorter_NODE_21_length_8932_cov_3_065531-cat_2,Caudovirales,Podoviridae,N,lytic,Outlier,Bacteroides
VIRSorter_NODE_419_length_4297_cov_1_481295-cat_1,Caudovirales,Myoviridae,N,lytic,416_0,Pseudoflavonifractor
VIRSorter_NODE_251_length_3259_cov_2_677842-cat_2,Caudovirales,Podoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_26_length_3650_cov_3_819756-cat_2,Unassigned,Unassigned,N,lytic,781_0,NA
VIRSorter_NODE_79_length_4157_cov_337_090819-cat_1,Caudovirales,Podoviridae,N,lytic,Outlier,Clostridium
VIRSorter_NODE_40_length_17397_cov_25_375854-cat_1,Caudovirales,Siphoviridae,N,lytic,488_0,Leuconostoc
VIRSorter_NODE_4_length_21352_cov_17_881696-cat_2,Caudovirales,Siphoviridae,N,lytic,353_0,Eubacterium
VIRSorter_NODE_141_length_5967_cov_2_896918-cat_1,Caudovirales,Podoviridae,N,lytic,250_0,Salmonella
VIRSorter_NODE_32_length_11184_cov_39_973953-cat_1,Caudovirales,Podoviridae,N,lytic,548_0,NA
VIRSorter_NODE_275_length_3024_cov_2_257853-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_337_length_3128_cov_1_876708-cat_2,Caudovirales,Unassigned,N,lytic,881_0,NA
VIRSorter_NODE_97_length_7313_cov_2_583774-cat_1,Caudovirales,Podoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_108_length_7050_cov_3_361115-cat_2,Caudovirales,Unassigned,N,lytic,632_0,NA
VIRSorter_NODE_62_length_4733_cov_3_799826-cat_2,Unassigned,Unassigned,N,lysogenic,Singleton,NA
VIRSorter_NODE_25_length_6013_cov_2_070506-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_4_length_98230_cov_16_244233-circular-cat_2,Caudovirales,Podoviridae,N,lytic,315_0,NA
VIRSorter_NODE_11_length_6324_cov_2_336776-cat_2,Unassigned,Unassigned,N,lytic,570_0,NA
VIRSorter_NODE_15_length_15469_cov_4_494199-cat_2,Caudovirales,Siphoviridae,N,lysogenic,241_0,NA
VIRSorter_NODE_100_length_3003_cov_2_230876-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_133_length_4320_cov_6_797997-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,Salmonella
VIRSorter_NODE_10_length_15183_cov_16_947330-cat_1,Caudovirales,Siphoviridae,N,lysogenic,647_0,Enterocloster
VIRSorter_NODE_152_length_8944_cov_2_928320-cat_3,Caudovirales,Myoviridae,N,lytic,Singleton,NA
VIRSorter_NODE_17_length_9735_cov_11_828789-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,Salmonella
VIRSorter_NODE_91_length_3097_cov_2_319529-cat_2,Unassigned,Unassigned,N,lytic,743_0,NA
VIRSorter_NODE_91_length_3032_cov_2_093632-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_14_length_13542_cov_4_829892-cat_2,Caudovirales,Myoviridae,N,lytic,Overlap,Ruthenibacterium
VIRSorter_NODE_13_length_17630_cov_18_447009-cat_1,Caudovirales,Siphoviridae,N,lytic,179_0,NA
VIRSorter_NODE_227_length_3536_cov_1_537988-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_75_length_6142_cov_2_437573-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_58_length_4033_cov_1_596774-cat_2,Unassigned,Unassigned,N,lytic,589_0,NA
VIRSorter_NODE_22_length_13244_cov_3_510178-cat_1,Caudovirales,Podoviridae,N,lytic,Overlap,Slackia
VIRSorter_NODE_41_length_3947_cov_2_414660-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_256_length_3227_cov_2_149032-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_2_length_29960_cov_5_076191-cat_1,Caudovirales,Siphoviridae,N,lysogenic,179_0,Hungatella
VIRSorter_NODE_118_length_3004_cov_1692_940216-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_85_length_3410_cov_1_951569-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_30_length_3720_cov_1_418870-cat_2,Unassigned,Unassigned,N,lytic,826_0,Hungatella
VIRSorter_NODE_73_length_10995_cov_4_723500-cat_1,Caudovirales,Unassigned,N,lytic,298_0,NA
VIRSorter_NODE_20_length_4113_cov_58_365780-cat_2,Caudovirales,Siphoviridae,N,lysogenic,Outlier,Enterocloster
VIRSorter_NODE_71_length_6346_cov_3_977810-cat_2,Caudovirales,Siphoviridae,N,lytic,555_0,NA
VIRSorter_NODE_77_length_3710_cov_2_536701-cat_2,Unassigned,Unassigned,N,lytic,737_0,NA
VIRSorter_NODE_17_length_3949_cov_1_446102-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_22_length_18055_cov_3_214915-cat_2,Caudovirales,Siphoviridae,N,lytic,724_0,NA
VIRSorter_NODE_25_length_3423_cov_2_245752-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_7_length_43139_cov_8_281898-circular-cat_1,Caudovirales,Siphoviridae,N,lytic,201_0,Bacteroides
VIRSorter_NODE_40_length_4283_cov_2_108037-cat_2,Unassigned,Unassigned,N,lytic,Overlap,NA
VIRSorter_NODE_7_length_39072_cov_6_345307-cat_1,Caudovirales,Siphoviridae,N,lytic,259_0,NA
VIRSorter_NODE_237_length_6316_cov_26_917273-circular-cat_2,no_order_Microviridae,Microviridae,N,lytic,685_0,Bacteroides
VIRSorter_NODE_124_length_5839_cov_3_395308-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_16_length_12542_cov_146_395892-cat_2,Unassigned,Unassigned,N,lytic,814_0,Bacteroides
VIRSorter_NODE_83_length_3609_cov_2_677771-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_18_length_18716_cov_3_254452-cat_2,Unassigned,Unassigned,N,lytic,814_0,Bacteroides
VIRSorter_NODE_146_length_3767_cov_2_576648-cat_2,Unassigned,Unassigned,N,lytic,Overlap,Coprococcus
VIRSorter_NODE_37_length_5627_cov_20_564182-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_31_length_6359_cov_5_993582-cat_1,no_order_Microviridae,Microviridae,N,lytic,715_0,Bacteroides
VIRSorter_NODE_57_length_6946_cov_17_425576-cat_2,Caudovirales,Siphoviridae,N,lytic,Overlap,NA
VIRSorter_NODE_4_length_24592_cov_14_690170-cat_2,Caudovirales,Unassigned,N,lytic,642_0,NA
VIRSorter_NODE_49_length_6049_cov_6_971800-cat_2,Caudovirales,Siphoviridae,N,lytic,Overlap,NA
VIRSorter_NODE_54_length_6554_cov_6_662984-cat_2,Unassigned,Unassigned,N,lytic,782_0,NA
VIRSorter_NODE_29_length_8828_cov_4_005632-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,Enterocloster
VIRSorter_NODE_16_length_20212_cov_3_421708-cat_1,Caudovirales,Siphoviridae,N,lytic,Overlap,Eubacterium
VIRSorter_NODE_12_length_24389_cov_17_143723-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_275_length_3604_cov_2_628991-cat_2,Caudovirales,Podoviridae,N,lytic,Outlier,Escherichia
VIRSorter_NODE_17_length_15996_cov_15_057092-cat_2,Caudovirales,Myoviridae,N,lytic,622_0,NA
VIRSorter_NODE_15_length_17015_cov_4_648685-cat_2,Caudovirales,Siphoviridae,N,lytic,240_0,NA
VIRSorter_NODE_33_length_22323_cov_3_951027-cat_1,Caudovirales,Siphoviridae,N,lytic,297_0,Ruminococcus
VIRSorter_NODE_74_length_4154_cov_1_890489-cat_2,Caudovirales,Unassigned,N,lytic,Singleton,Clostridium
VIRSorter_NODE_12_length_13765_cov_5_619372-cat_3,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_16_length_5077_cov_299_793737-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_91_length_3945_cov_2_086171-cat_2,Caudovirales,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_5_length_32599_cov_9_333118-cat_2,Caudovirales,Siphoviridae,N,lysogenic,143_1,NA
VIRSorter_NODE_8_length_33111_cov_14_769949-cat_1,Caudovirales,Siphoviridae,N,lytic,353_0,Eubacterium
VIRSorter_NODE_46_length_6224_cov_4_605708-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_73_length_4224_cov_4_568709-cat_1,no_order_Microviridae,Microviridae,N,lytic,757_0,Flavonifractor
VIRSorter_NODE_95_length_12472_cov_4_817740-cat_2,Caudovirales,Siphoviridae,N,lytic,352_0,NA
VIRSorter_NODE_25_length_6083_cov_2_309436-cat_1,Caudovirales,Siphoviridae,N,lytic,774_0,Hungatella
VIRSorter_NODE_255_length_3834_cov_1_600486-cat_2,Unassigned,Unassigned,N,lytic,676_0,NA
VIRSorter_NODE_197_length_7366_cov_5_028827-cat_2,Caudovirales,Siphoviridae,N,lytic,Singleton,NA
VIRSorter_NODE_47_length_6812_cov_4_462378-circular-cat_3,Unassigned,Unassigned,N,lytic,Singleton,Roseburia
VIRSorter_NODE_108_length_11584_cov_3_899450-cat_1,Caudovirales,Podoviridae,N,lytic,624_0,Bifidobacterium
VIRSorter_NODE_383_length_4561_cov_2_561119-circular-cat_1,no_order_Microviridae,Microviridae,N,lytic,628_0,NA
VIRSorter_NODE_165_length_8340_cov_2_085352-cat_2,Caudovirales,Unassigned,N,lytic,735_0,NA
VIRSorter_NODE_423_length_4270_cov_2_613324-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_17_length_14855_cov_9_252444-cat_1,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_12_length_7772_cov_1_852714-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,Bacteroides
VIRSorter_NODE_132_length_9900_cov_5_956001-cat_1,Caudovirales,Podoviridae,N,lytic,712_0,NA
VIRSorter_NODE_57_length_4131_cov_1_883866-circular-cat_2,Caudovirales,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_47_length_4360_cov_3_317269-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_98_length_12305_cov_3_934472-cat_2,Caudovirales,Myoviridae,N,lysogenic,572_0,NA
VIRSorter_NODE_15_length_10769_cov_4_770062-cat_2,Caudovirales,Myoviridae,N,lytic,730_0,NA
VIRSorter_NODE_32_length_6464_cov_2_689916-cat_2,Unassigned,Unassigned,N,lytic,770_0,NA
VIRSorter_NODE_55_length_6414_cov_9_613965-circular-cat_2,no_order_Microviridae,Microviridae,N,lytic,601_0,NA
VIRSorter_NODE_63_length_13279_cov_5_019085-cat_1,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_4_length_37683_cov_43_077910-circular-cat_1,Caudovirales,Siphoviridae,N,lysogenic,179_0,Hungatella
VIRSorter_NODE_267_length_3077_cov_2_412881-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_197_length_3434_cov_47_507106-cat_2,Caudovirales,Siphoviridae,N,lytic,811_0,NA
VIRSorter_NODE_43_length_4028_cov_2_061523-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_62_length_6125_cov_124_488496-cat_2,Unassigned,Unassigned,N,lytic,789_0,NA
VIRSorter_NODE_219_length_3064_cov_8_347974-cat_2,Unassigned,Unassigned,N,lytic,740_0,NA
VIRSorter_NODE_228_length_4216_cov_1_917339-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_20_length_23458_cov_4_629292-cat_2,Caudovirales,Myoviridae,N,lytic,642_0,NA
VIRSorter_NODE_160_length_4269_cov_3_068083-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_96_length_3711_cov_61_420201-cat_2,Caudovirales,Podoviridae,N,lytic,836_0,NA
VIRSorter_NODE_404_length_4419_cov_4_989282-cat_2,Caudovirales,Siphoviridae,N,lytic,Singleton,Faecalibacterium
VIRSorter_NODE_9_length_18686_cov_7_061641-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_36_length_8743_cov_2_887883-cat_2,Caudovirales,Unassigned,N,lytic,769_0,Ruthenibacterium
VIRSorter_NODE_80_length_4746_cov_3_997402-cat_2,Caudovirales,Myoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_24_length_10110_cov_3_638686-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_211_length_3128_cov_1_986671-cat_2,Caudovirales,Siphoviridae,N,lytic,Overlap,NA
VIRSorter_NODE_88_length_7049_cov_2_757151-cat_2,Caudovirales,Myoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_55_length_5722_cov_2_262556-cat_2,Caudovirales,Siphoviridae,N,lytic,242_0,NA
VIRSorter_NODE_14_length_12735_cov_5_755790-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_19_length_9096_cov_3_994314-cat_2,Caudovirales,Myoviridae,N,lytic,730_0,NA
VIRSorter_NODE_35_length_4830_cov_2_419945-cat_2,Unassigned,Unassigned,N,lytic,527_0,NA
VIRSorter_NODE_51_length_7770_cov_5_412796-cat_2,Unassigned,Unassigned,N,lytic,782_0,NA
VIRSorter_NODE_27_length_12159_cov_4_675698-cat_2,Caudovirales,Siphoviridae,N,lysogenic,260_0,NA
VIRSorter_NODE_94_length_9353_cov_121_086278-cat_2,Unassigned,Unassigned,N,lytic,644_0,NA
VIRSorter_NODE_149_length_5713_cov_2_423022-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_36_length_5642_cov_2_118948-cat_2,Caudovirales,Unassigned,N,lytic,609_0,NA
VIRSorter_NODE_40_length_4416_cov_2_289811-cat_2,Unassigned,Unassigned,N,lytic,706_0,NA
VIRSorter_NODE_75_length_4021_cov_1_857730-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_35_length_11745_cov_3_632811-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_67_length_4778_cov_2_363363-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_10_length_8746_cov_2_936549-cat_2,Unassigned,Unassigned,N,lytic,684_0,NA
VIRSorter_NODE_195_length_7426_cov_792_592410-cat_2,Caudovirales,Siphoviridae,N,lysogenic,Outlier,Flavonifractor
VIRSorter_NODE_88_length_3807_cov_1_749185-cat_2,Unassigned,Unassigned,N,lysogenic,Outlier,Enterocloster
VIRSorter_NODE_64_length_4848_cov_2_100826-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_288_length_3509_cov_2_115908-cat_2,Caudovirales,Myoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_6_length_20996_cov_14_825722-cat_2,Caudovirales,Unassigned,N,lytic,595_0,Bacteroides
VIRSorter_NODE_70_length_4402_cov_3_383626-cat_1,Caudovirales,Myoviridae,N,lytic,669_0,NA
VIRSorter_NODE_10_length_15804_cov_4_766409-cat_1,Caudovirales,Siphoviridae,N,lytic,652_0,Flavonifractor
VIRSorter_NODE_48_length_3304_cov_5_820585-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_66_length_4487_cov_25_830734-cat_2,Unassigned,Unassigned,N,lytic,600_0,Odoribacter
VIRSorter_NODE_30_length_5927_cov_2_590517-cat_1,Caudovirales,Unassigned,N,lytic,Outlier,Enterocloster
VIRSorter_NODE_120_length_10714_cov_4_020497-cat_2,Caudovirales,Siphoviridae,N,lysogenic,Singleton,NA
VIRSorter_NODE_89_length_9807_cov_17_965289-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_71_length_4262_cov_10_552973-cat_2,Unassigned,Unassigned,N,lytic,Outlier,Parabacteroides
VIRSorter_NODE_353_length_4792_cov_2_571061-cat_1,Caudovirales,Myoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_43_length_15431_cov_3_000784-cat_2,Caudovirales,Siphoviridae,N,lysogenic,Singleton,Oscillibacter
VIRSorter_NODE_15_length_4361_cov_1_976382-cat_2,Unassigned,Unassigned,N,lytic,672_0,NA
VIRSorter_NODE_73_length_6317_cov_3_377221-circular-cat_2,no_order_Microviridae,Microviridae,N,lytic,602_0,NA
VIRSorter_NODE_29_length_5439_cov_109_321160-cat_2,Unassigned,Unassigned,N,lytic,688_0,NA
VIRSorter_NODE_221_length_3293_cov_3_239181-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,Salmonella
VIRSorter_NODE_115_length_6297_cov_3_832091-circular-cat_2,no_order_Microviridae,Microviridae,N,lytic,685_0,Bacteroides
VIRSorter_NODE_36_length_3394_cov_2_154576-cat_1,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_33_length_9258_cov_3_515387-cat_1,Caudovirales,Unassigned,N,lytic,Outlier,Enterocloster
VIRSorter_NODE_45_length_5143_cov_2_105064-cat_2,Unassigned,Unassigned,N,lytic,419_0,NA
VIRSorter_NODE_98_length_8318_cov_16_077646-cat_1,no_order_Microviridae,Microviridae,N,lytic,715_0,Bacteroides
VIRSorter_NODE_108_length_3378_cov_3_156260-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_49_length_4049_cov_2_162672-cat_2,Caudovirales,Siphoviridae,N,lytic,823_0,NA
VIRSorter_NODE_100_length_5084_cov_2_781723-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_1_length_65654_cov_7_550185-circular-cat_2,Caudovirales,Siphoviridae,N,lysogenic,568_0,Bacteroides
VIRSorter_NODE_49_length_6745_cov_61_132820-circular-cat_2,no_order_Microviridae,Microviridae,N,lytic,600_0,Odoribacter
VIRSorter_NODE_117_length_10953_cov_3_748845-cat_2,Caudovirales,Unassigned,N,lytic,Outlier,Porphyromonas
VIRSorter_NODE_254_length_6075_cov_402_150303-circular-cat_1,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides
VIRSorter_NODE_5_length_48249_cov_23_028843-cat_1,Caudovirales,Siphoviridae,N,lysogenic,231_0,NA
VIRSorter_NODE_166_length_5289_cov_3_704572-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,Clostridium
VIRSorter_NODE_9_length_26915_cov_4_513737-cat_2,Unassigned,Unassigned,N,lytic,814_0,Bacteroides
VIRSorter_NODE_45_length_3235_cov_1_957207-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_23_length_10367_cov_278_261230-cat_1,Caudovirales,Podoviridae,N,lytic,658_0,Clostridium
VIRSorter_NODE_160_length_8516_cov_9_404935-cat_2,Caudovirales,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_27_length_4444_cov_220_632847-cat_2,Caudovirales,Unassigned,N,lytic,618_0,NA
VIRSorter_NODE_22_length_15108_cov_52_056318-cat_1,Caudovirales,Podoviridae,N,lytic,Overlap,NA
VIRSorter_NODE_18_length_9821_cov_3_245925-cat_2,Caudovirales,Myoviridae,N,lytic,663_0,Bacteroides
VIRSorter_NODE_18_length_4569_cov_2_057632-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_20_length_13201_cov_4_517439-cat_2,Unassigned,Unassigned,N,lytic,611_0,NA
VIRSorter_NODE_16_length_14992_cov_5_309250-cat_2,Caudovirales,Myoviridae,N,lytic,595_0,NA
VIRSorter_NODE_20_length_13897_cov_4_374946-cat_2,Caudovirales,Myoviridae,N,lytic,730_0,NA
VIRSorter_NODE_16_length_8020_cov_3_540226-cat_2,Caudovirales,Unassigned,N,lytic,838_0,Clostridium
VIRSorter_NODE_13_length_55195_cov_66_836112-cat_2,Caudovirales,Myoviridae,N,lysogenic,Overlap,Bacteroides
VIRSorter_NODE_6_length_33795_cov_65_218635-cat_2,Caudovirales,Siphoviridae,N,lytic,143_1,NA
VIRSorter_NODE_230_length_3267_cov_1_864650-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_221_length_3335_cov_29_000623-cat_2,Unassigned,Unassigned,N,lytic,Overlap,NA
VIRSorter_NODE_10_length_58566_cov_7_491538-cat_1,Caudovirales,Siphoviridae,N,lysogenic,143_0,NA
VIRSorter_NODE_11_length_13713_cov_33_872737-cat_1,Caudovirales,Podoviridae,N,lytic,658_0,Clostridium
VIRSorter_NODE_205_length_4128_cov_2_510622-circular-cat_2,Caudovirales,Myoviridae,N,lytic,711_0,NA
VIRSorter_NODE_93_length_5395_cov_1_818337-cat_2,Caudovirales,Siphoviridae,N,lysogenic,Outlier,NA
VIRSorter_NODE_89_length_3216_cov_3_051473-cat_3,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_22_length_6605_cov_2_626737-cat_1,Caudovirales,Unassigned,N,lytic,Outlier,Enterocloster
VIRSorter_NODE_130_length_5620_cov_187_580011-cat_2,Caudovirales,Siphoviridae,N,lytic,709_0,NA
VIRSorter_NODE_31_length_6728_cov_10_150886-cat_2,Caudovirales,Siphoviridae,N,lytic,647_0,Enterocloster
VIRSorter_NODE_87_length_3158_cov_3_401826-cat_2,Unassigned,Unassigned,N,lysogenic,Outlier,NA
VIRSorter_NODE_36_length_4574_cov_2_477176-cat_2,Caudovirales,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_70_length_11365_cov_2_689091-cat_2,Caudovirales,Siphoviridae,N,lytic,Overlap,Bacteroides
VIRSorter_NODE_474_length_3946_cov_1_594920-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_212_length_3529_cov_1_851558-cat_2,Caudovirales,Myoviridae,N,lytic,842_0,NA
VIRSorter_NODE_38_length_12852_cov_3_429312-cat_1,Caudovirales,Siphoviridae,N,lytic,526_0,Bacteroides
VIRSorter_NODE_47_length_3067_cov_1_686735-cat_2,Caudovirales,Siphoviridae,N,lytic,180_0,NA
VIRSorter_NODE_126_length_5798_cov_36_219891-cat_1,Caudovirales,Siphoviridae,N,lytic,371_0,NA
VIRSorter_NODE_36_length_9424_cov_38_669786-cat_2,Unassigned,Unassigned,N,lytic,745_0,Prevotella
VIRSorter_NODE_314_length_3139_cov_2_478420-cat_2,Unassigned,Unassigned,N,lysogenic,Singleton,NA
VIRSorter_NODE_10_length_34603_cov_5_636994-cat_1,Caudovirales,Siphoviridae,N,lysogenic,528_0,Bacteroides
VIRSorter_NODE_26_length_9763_cov_7_947904-cat_2,Unassigned,Unassigned,N,lysogenic,844_0,NA
VIRSorter_NODE_61_length_7744_cov_2_820927-cat_2,Caudovirales,Siphoviridae,N,lytic,345_0,NA
VIRSorter_NODE_64_length_3440_cov_1_855720-cat_2,Caudovirales,Unassigned,N,lytic,885_0,Coprobacillus
VIRSorter_NODE_34_length_5151_cov_3_580812-cat_2,Caudovirales,Siphoviridae,N,lysogenic,651_0,NA
VIRSorter_NODE_51_length_4469_cov_2_958084-cat_1,Caudovirales,Unassigned,N,lytic,230_0,NA
VIRSorter_NODE_33_length_12259_cov_8_152077-cat_1,Caudovirales,Siphoviridae,N,lytic,482_0,NA
VIRSorter_NODE_68_length_4917_cov_10_280531-cat_2,Unassigned,Unassigned,N,lytic,807_0,NA
VIRSorter_NODE_56_length_5889_cov_6_162270-cat_2,Caudovirales,Myoviridae,N,lytic,Singleton,NA
VIRSorter_NODE_82_length_7137_cov_2_420114-cat_2,Unassigned,Unassigned,N,lytic,731_0,NA
VIRSorter_NODE_7_length_10370_cov_3_130431-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_23_length_3417_cov_2_493313-cat_2,Unassigned,Unassigned,N,lytic,Outlier,Bacteroides
VIRSorter_NODE_11_length_14926_cov_3_662883-cat_2,Unassigned,Unassigned,N,lysogenic,594_0,Bacteroides
VIRSorter_NODE_69_length_3942_cov_2_360682-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_44_length_3127_cov_1_908333-cat_2,Caudovirales,Siphoviridae,N,lytic,744_0,NA
VIRSorter_NODE_96_length_3652_cov_2_229787-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,Enterocloster
VIRSorter_NODE_229_length_3220_cov_1_765600-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_44_length_3621_cov_1_955638-cat_2,Caudovirales,Siphoviridae,N,lytic,Overlap,NA
VIRSorter_NODE_11_length_29983_cov_12_173365-cat_1,Caudovirales,Siphoviridae,N,lytic,646_0,Blautia
VIRSorter_NODE_38_length_4304_cov_3_229112-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_45_length_4542_cov_1_774179-cat_2,Caudovirales,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_73_length_5400_cov_45_666035-cat_2,Unassigned,Unassigned,N,lytic,833_0,Prevotella
VIRSorter_NODE_94_length_5284_cov_13_986232-cat_2,Unassigned,Unassigned,N,lytic,Outlier,Bacteroides
VIRSorter_NODE_41_length_4243_cov_10_323570-cat_1,Caudovirales,Siphoviridae,N,lytic,Overlap,NA
VIRSorter_NODE_92_length_9625_cov_2_938619-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_23_length_30620_cov_13_089922-cat_2,Caudovirales,Siphoviridae,N,lysogenic,143_1,NA
VIRSorter_NODE_20_length_18973_cov_5_913456-cat_1,Unassigned,Unassigned,N,lytic,Overlap,NA
